date,max_power_thuong_pham_MW,max_power_thuong_pham_time,generation_thuong_pham_mkWh,max_power_dau_cuc_MW,max_power_dau_cuc_time,generation_dau_cuc_mkWh,thuy_dien_mkWh,nhiet_dien_than_mkWh,tuabin_khi_mkWh,nhiet_dien_dau_mkWh,dien_gio_mkWh,dmt_trang_trai_mkWh,dmt_mai_thuong_pham_mkWh,dmt_mai_dau_cuc_mkWh,nhap_khau_mkWh,khac_mkWh
20/7/2025,370146,19:10,8145,370146,19:10,8294,333.6,285.3,43.6,0,78.3,33.7,814.5,829.4,26.9,3.1
21/7/2025,434692,16:15,8879,437501,16:15,9050,344.7,308.2,48.3,0,97.2,38.3,887.9,905,36,3
22/7/2025,416088,16:15,8642,418979,16:15,8844,330.2,295.8,51.3,0,94.1,40.7,864.2,884.4,34,3.1
23/7/2025,459247,14:25,9357,464563,14:25,9590,410.5,299.3,53.2,0,71.2,46.5,935.7,959,33.8,3
24/7/2025,452793,14:45,9665,458121,14:25,9717,432.1,312.8,53.8,0,63.3,34.6,966.5,971.7,38,3
25/7/2025,462424,15:40,9563,466350,14:35,9787,440.1,308.4,54.4,0,55.9,42.1,956.3,978.7,35.1,3
26/7/2025,446695,14:40,9324,451605,14:40,9511,444.2,295,46.2,0,59.7,35.3,932.4,951.1,35.7,3.1
27/7/2025,383035,21:40,8492,383035,21:40,8656,400.1,251,45.2,0,70.7,36.3,849.2,865.6,32.5,3
28/7/2025,471969,14:40,9524,475936,14:40,9715,427.3,295.1,56,0,75.1,42,952.4,971.5,39.3,3
29/7/2025,510424,14:10,10308,514962,14:10,10518,441.7,342.4,57.2,0,88.6,40.7,1030.8,1051.8,40.6,3
30/7/2025,517038,14:20,10485,521392,14:20,10698,434.7,375.4,55,0,81.4,44.2,1048.5,1069.8,37.9,3.1
31/7/2025,487323,14:10,10066,491860,14:10,10292,393.2,372.8,71.6,0,67.7,44.3,1006.6,1029.2,35.5,3.1
