thoiGianCapNhat,thoiGian,congSuatMB,congSuatMT,congSuatMN,congSuatHT
2020-01-01T23:59:59,2020-01-01T00:30:00,8910.0,1532.0,10621.0,21063.0
2020-01-01T23:59:59,2020-01-01T01:00:00,8817.0,1406.0,10513.0,20736.0
2020-01-01T23:59:59,2020-01-01T01:30:00,8793.0,1394.0,10677.0,20864.0
2020-01-01T23:59:59,2020-01-01T02:00:00,8657.9,1397.0,10676.0,20730.9
2020-01-01T23:59:59,2020-01-01T02:30:00,8588.6,1651.0,10409.4,20649.0
2020-01-01T23:59:59,2020-01-01T03:00:00,8829.3,1679.0,10110.6,20618.9
2020-01-01T23:59:59,2020-01-01T03:30:00,9418.7,1487.6,9642.0,20548.3
2020-01-01T23:59:59,2020-01-01T04:00:00,10476.0,1978.3,8599.0,21053.3
2020-01-01T23:59:59,2020-01-01T04:30:00,10568.0,2098.3,9961.2,22627.5
2020-01-01T23:59:59,2020-01-01T05:00:00,11859.0,2692.0,9794.9,24345.9
2020-01-01T23:59:59,2020-01-01T05:30:00,10771.0,2648.2,9312.0,22731.2
2020-01-01T23:59:59,2020-01-01T06:00:00,9455.0,1852.0,9049.0,20356.0
2020-01-01T23:59:59,2020-01-01T06:30:00,8979.0,1661.3,8978.0,19618.3
2020-01-01T23:59:59,2020-01-01T07:00:00,9208.0,1666.1,8655.7,19529.8
2020-01-01T23:59:59,2020-01-01T07:30:00,9835.0,1973.4,9266.8,21075.2
2020-01-01T23:59:59,2020-01-01T08:00:00,10467.0,2236.5,9469.0,22172.5
2020-01-01T23:59:59,2020-01-01T08:30:00,10812.0,2819.1,8779.0,22410.1
2020-01-01T23:59:59,2020-01-01T09:00:00,16548.0,3236.0,10104.0,29888.0
2020-01-01T23:59:59,2020-01-01T09:30:00,13051.7,2723.1,9820.0,25594.8
2020-01-01T23:59:59,2020-01-01T10:00:00,11561.0,2566.5,9783.0,23910.5
2020-01-01T23:59:59,2020-01-01T10:30:00,10365.0,1664.3,10047.1,22076.4
2020-01-01T23:59:59,2020-01-01T11:00:00,9554.0,1491.0,9857.0,20902.0
2020-01-01T23:59:59,2020-01-01T11:30:00,9191.0,1453.0,9492.7,20136.7
2020-01-01T23:59:59,2020-01-01T12:00:00,8209.0,1281.1,9335.0,18825.1
2020-01-02T23:59:59,2020-01-02T00:30:00,7928.0,1273.1,9106.0,18307.1
2020-01-02T23:59:59,2020-01-02T01:00:00,7715.0,1221.8,8899.0,17835.8
2020-01-02T23:59:59,2020-01-02T01:30:00,7736.0,1205.0,8352.0,17293.0
2020-01-02T23:59:59,2020-01-02T02:00:00,8013.5,1502.7,8051.0,17567.2
2020-01-02T23:59:59,2020-01-02T02:30:00,8293.0,2113.0,8186.0,18592.0
2020-01-02T23:59:59,2020-01-02T03:00:00,9378.0,1806.0,10441.0,21625.0
2020-01-02T23:59:59,2020-01-02T03:30:00,10656.7,1906.5,11060.0,23623.2
2020-01-02T23:59:59,2020-01-02T04:00:00,11929.0,2265.0,13520.0,27714.0
2020-01-02T23:59:59,2020-01-02T04:30:00,12636.9,2573.6,14024.6,29235.1
2020-01-02T23:59:59,2020-01-02T05:00:00,11977.0,2288.4,13694.0,27959.4
2020-01-02T23:59:59,2020-01-02T05:30:00,13338.0,2475.6,13704.0,29517.6
2020-01-02T23:59:59,2020-01-02T06:00:00,11506.6,1860.0,12686.0,26052.6
2020-01-02T23:59:59,2020-01-02T06:30:00,11696.0,2045.6,14224.0,27965.6
2020-01-02T23:59:59,2020-01-02T07:00:00,12431.8,2303.3,14842.0,29577.1
2020-01-02T23:59:59,2020-01-02T07:30:00,12929.0,2431.2,15429.1,30789.3
2020-01-02T23:59:59,2020-01-02T08:00:00,13904.0,2590.1,15312.0,31806.1
2020-01-02T23:59:59,2020-01-02T08:30:00,14601.0,2587.0,13596.0,30784.0
2020-01-02T23:59:59,2020-01-02T09:00:00,17075.0,2920.7,14361.0,34356.7
2020-01-02T23:59:59,2020-01-02T09:30:00,13873.0,2856.0,13757.0,30486.0
2020-01-02T23:59:59,2020-01-02T10:00:00,13916.5,2503.0,13712.5,30132.0
2020-01-02T23:59:59,2020-01-02T10:30:00,12897.5,2235.2,13988.7,29121.4
2020-01-02T23:59:59,2020-01-02T11:00:00,11667.0,1911.6,13832.8,27411.4
2020-01-02T23:59:59,2020-01-02T11:30:00,10531.0,1690.5,13027.0,25248.5
2020-01-02T23:59:59,2020-01-02T12:00:00,9937.0,1612.8,12210.0,23759.8
2020-01-03T23:59:59,2020-01-03T00:30:00,9762.1,1392.0,11746.0,22900.1
2020-01-03T23:59:59,2020-01-03T01:00:00,9539.0,1160.0,11334.0,22033.0
2020-01-03T23:59:59,2020-01-03T01:30:00,9643.0,1528.5,11376.0,22547.5
2020-01-03T23:59:59,2020-01-03T02:00:00,9976.0,1631.2,11697.0,23304.2
2020-01-03T23:59:59,2020-01-03T02:30:00,10070.0,1763.5,11642.0,23475.5
2020-01-03T23:59:59,2020-01-03T03:00:00,11054.0,1977.6,11964.0,24995.6
2020-01-03T23:59:59,2020-01-03T03:30:00,12127.0,1968.2,12405.4,26500.6
2020-01-03T23:59:59,2020-01-03T04:00:00,13001.0,2332.0,14711.8,30044.8
2020-01-03T23:59:59,2020-01-03T04:30:00,12889.8,2684.2,15224.7,30798.7
2020-01-03T23:59:59,2020-01-03T05:00:00,13008.5,2571.0,14785.7,30365.2
2020-01-03T23:59:59,2020-01-03T05:30:00,12980.9,2602.2,14414.7,29997.8
2020-01-03T23:59:59,2020-01-03T06:00:00,11496.0,2190.9,13589.1,27276.0
2020-01-03T23:59:59,2020-01-03T06:30:00,11763.0,2263.9,15000.5,29027.4
2020-01-03T23:59:59,2020-01-03T07:00:00,12496.8,2369.6,15895.8,30762.2
2020-01-03T23:59:59,2020-01-03T07:30:00,12969.6,2696.4,15918.0,31584.0
2020-01-03T23:59:59,2020-01-03T08:00:00,13776.0,2445.2,15725.1,31946.3
2020-01-03T23:59:59,2020-01-03T08:30:00,14840.6,2836.0,14177.9,31854.5
2020-01-03T23:59:59,2020-01-03T09:00:00,16984.8,3289.9,14626.5,34901.2
2020-01-03T23:59:59,2020-01-03T09:30:00,14159.0,2704.0,14072.0,30935.0
2020-01-03T23:59:59,2020-01-03T10:00:00,13738.0,2109.9,14220.5,30068.4
2020-01-03T23:59:59,2020-01-03T10:30:00,12601.6,2024.4,14376.1,29002.1
2020-01-03T23:59:59,2020-01-03T11:00:00,12245.0,1870.0,13915.4,28030.4
2020-01-03T23:59:59,2020-01-03T11:30:00,11250.0,1574.0,13670.0,26494.0
2020-01-03T23:59:59,2020-01-03T12:00:00,10188.7,1547.0,12335.0,24070.7
2020-01-04T23:59:59,2020-01-04T00:30:00,9878.0,1555.0,11970.0,23403.0
2020-01-04T23:59:59,2020-01-04T01:00:00,9768.7,1633.2,11825.4,23227.3
2020-01-04T23:59:59,2020-01-04T01:30:00,9720.8,1587.7,11761.0,23069.5
2020-01-04T23:59:59,2020-01-04T02:00:00,9738.1,1652.1,11688.6,23078.8
2020-01-04T23:59:59,2020-01-04T02:30:00,9884.0,1718.0,11719.1,23321.1
2020-01-04T23:59:59,2020-01-04T03:00:00,10756.9,1891.0,11570.0,24217.9
2020-01-04T23:59:59,2020-01-04T03:30:00,11823.3,2023.8,12267.0,26114.1
2020-01-04T23:59:59,2020-01-04T04:00:00,12586.0,2309.6,14333.0,29228.6
2020-01-04T23:59:59,2020-01-04T04:30:00,12625.0,2483.0,14785.1,29893.1
2020-01-04T23:59:59,2020-01-04T05:00:00,13042.6,2680.6,14660.1,30383.3
2020-01-04T23:59:59,2020-01-04T05:30:00,13468.0,2379.7,14006.6,29854.3
2020-01-04T23:59:59,2020-01-04T06:00:00,11653.0,2081.0,12858.0,26592.0
2020-01-04T23:59:59,2020-01-04T06:30:00,11835.3,2085.4,14692.1,28612.8
2020-01-04T23:59:59,2020-01-04T07:00:00,12571.3,2286.8,15004.9,29863.0
2020-01-04T23:59:59,2020-01-04T07:30:00,12799.3,2464.6,15120.6,30384.5
2020-01-04T23:59:59,2020-01-04T08:00:00,13656.0,2600.8,14831.7,31088.5
2020-01-04T23:59:59,2020-01-04T08:30:00,14007.0,2489.0,13084.7,29580.7
2020-01-04T23:59:59,2020-01-04T09:00:00,17066.0,2890.0,13280.9,33236.9
2020-01-04T23:59:59,2020-01-04T09:30:00,13459.6,2164.0,13098.9,28722.5
2020-01-04T23:59:59,2020-01-04T10:00:00,12007.0,1833.0,13284.0,27124.0
2020-01-04T23:59:59,2020-01-04T10:30:00,12340.0,2281.0,13662.0,28283.0
2020-01-04T23:59:59,2020-01-04T11:00:00,11282.9,1901.3,13103.0,26287.2
2020-01-04T23:59:59,2020-01-04T11:30:00,10773.0,1749.7,12640.0,25162.7
2020-01-04T23:59:59,2020-01-04T12:00:00,9931.1,1609.0,11808.0,23348.1
2020-01-05T23:59:59,2020-01-05T00:30:00,9890.0,1507.0,11453.0,22850.0
2020-01-05T23:59:59,2020-01-05T01:00:00,10043.0,1499.0,11311.0,22853.0
2020-01-05T23:59:59,2020-01-05T01:30:00,9922.9,1412.0,11326.0,22660.9
2020-01-05T23:59:59,2020-01-05T02:00:00,9600.0,1414.0,11430.0,22444.0
2020-01-05T23:59:59,2020-01-05T02:30:00,9456.8,1731.3,11105.6,22293.7
2020-01-05T23:59:59,2020-01-05T03:00:00,9978.1,1890.7,10298.2,22167.0
2020-01-05T23:59:59,2020-01-05T03:30:00,10916.0,1937.4,10246.9,23100.3
2020-01-05T23:59:59,2020-01-05T04:00:00,11791.2,2230.5,11322.1,25343.8
2020-01-05T23:59:59,2020-01-05T04:30:00,11703.0,2062.0,11791.0,25556.0
2020-01-05T23:59:59,2020-01-05T05:00:00,12239.0,2411.3,11965.0,26615.3
2020-01-05T23:59:59,2020-01-05T05:30:00,11896.0,2206.0,11256.0,25358.0
2020-01-05T23:59:59,2020-01-05T06:00:00,10570.0,1938.1,11259.0,23767.1
2020-01-05T23:59:59,2020-01-05T06:30:00,10598.0,1975.7,11660.8,24234.5
2020-01-05T23:59:59,2020-01-05T07:00:00,11070.0,2010.0,12294.0,25374.0
2020-01-05T23:59:59,2020-01-05T07:30:00,11523.5,2123.4,12336.0,25982.9
2020-01-05T23:59:59,2020-01-05T08:00:00,12831.0,2215.0,12107.0,27153.0
2020-01-05T23:59:59,2020-01-05T08:30:00,15041.0,2560.9,11666.0,29267.9
2020-01-05T23:59:59,2020-01-05T09:00:00,15185.8,2768.7,12191.4,30145.9
2020-01-05T23:59:59,2020-01-05T09:30:00,13008.8,2504.0,12227.4,27740.2
2020-01-05T23:59:59,2020-01-05T10:00:00,12409.4,2384.9,12172.5,26966.8
2020-01-05T23:59:59,2020-01-05T10:30:00,11791.4,2169.5,12325.2,26286.1
2020-01-05T23:59:59,2020-01-05T11:00:00,11030.3,2049.4,12191.0,25270.7
2020-01-05T23:59:59,2020-01-05T11:30:00,10353.5,1897.8,11406.4,23657.7
2020-01-05T23:59:59,2020-01-05T12:00:00,9858.7,1551.0,10776.3,22186.0
2020-01-06T23:59:59,2020-01-06T00:30:00,9412.0,1588.0,10241.0,21241.0
2020-01-06T23:59:59,2020-01-06T01:00:00,9328.0,1580.0,10264.0,21172.0
2020-01-06T23:59:59,2020-01-06T01:30:00,9338.0,1407.9,9893.0,20638.9
2020-01-06T23:59:59,2020-01-06T02:00:00,9368.0,1402.0,9775.0,20545.0
2020-01-06T23:59:59,2020-01-06T02:30:00,9675.3,1845.5,10411.5,21932.3
2020-01-06T23:59:59,2020-01-06T03:00:00,10678.4,2070.6,10773.2,23522.2
2020-01-06T23:59:59,2020-01-06T03:30:00,11849.6,1946.2,12547.0,26342.8
2020-01-06T23:59:59,2020-01-06T04:00:00,12587.3,2409.0,14708.2,29704.5
2020-01-06T23:59:59,2020-01-06T04:30:00,13029.0,2839.4,15020.8,30889.2
2020-01-06T23:59:59,2020-01-06T05:00:00,13204.7,2595.1,14831.6,30631.4
2020-01-06T23:59:59,2020-01-06T05:30:00,13722.6,2576.0,14934.7,31233.3
2020-01-06T23:59:59,2020-01-06T06:00:00,11667.0,2017.0,13504.0,27188.0
2020-01-06T23:59:59,2020-01-06T06:30:00,11745.0,2207.0,14875.9,28827.9
2020-01-06T23:59:59,2020-01-06T07:00:00,12926.6,2593.9,15621.7,31142.2
2020-01-06T23:59:59,2020-01-06T07:30:00,13273.6,2808.8,15803.0,31885.4
2020-01-06T23:59:59,2020-01-06T08:00:00,14434.9,2733.0,15778.0,32945.9
2020-01-06T23:59:59,2020-01-06T08:30:00,15418.8,2494.5,14290.3,32203.6
2020-01-06T23:59:59,2020-01-06T09:00:00,16845.4,2772.9,14580.5,34198.8
2020-01-06T23:59:59,2020-01-06T09:30:00,14222.0,2480.6,14640.5,31343.1
2020-01-06T23:59:59,2020-01-06T10:00:00,13226.0,2331.0,14310.0,29867.0
2020-01-06T23:59:59,2020-01-06T10:30:00,12698.9,2313.3,14649.4,29661.6
2020-01-06T23:59:59,2020-01-06T11:00:00,11836.9,2057.8,13728.0,27622.7
2020-01-06T23:59:59,2020-01-06T11:30:00,10985.9,2032.4,13150.9,26169.2
2020-01-06T23:59:59,2020-01-06T12:00:00,10187.0,1643.0,12034.0,23864.0
2020-01-07T23:59:59,2020-01-07T00:30:00,9750.0,1679.9,11540.0,22969.9
2020-01-07T23:59:59,2020-01-07T01:00:00,9866.0,1644.0,11650.0,23160.0
2020-01-07T23:59:59,2020-01-07T01:30:00,9961.9,1695.0,11636.0,23292.9
2020-01-07T23:59:59,2020-01-07T02:00:00,9919.0,1670.0,11638.0,23227.0
2020-01-07T23:59:59,2020-01-07T02:30:00,10214.8,1735.1,11799.2,23749.1
2020-01-07T23:59:59,2020-01-07T03:00:00,11241.7,2031.6,12019.0,25292.3
2020-01-07T23:59:59,2020-01-07T03:30:00,12311.7,1932.0,12147.0,26390.7
2020-01-07T23:59:59,2020-01-07T04:00:00,13234.2,2266.0,14635.9,30136.1
2020-01-07T23:59:59,2020-01-07T04:30:00,13709.0,2792.8,14990.0,31491.8
2020-01-07T23:59:59,2020-01-07T05:00:00,13745.6,2648.4,15334.0,31728.0
2020-01-07T23:59:59,2020-01-07T05:30:00,13564.5,2428.4,14806.8,30799.7
2020-01-07T23:59:59,2020-01-07T06:00:00,12138.1,2249.7,13879.9,28267.7
2020-01-07T23:59:59,2020-01-07T06:30:00,12236.3,2286.4,15415.2,29937.9
2020-01-07T23:59:59,2020-01-07T07:00:00,13180.2,2531.1,15905.8,31617.1
2020-01-07T23:59:59,2020-01-07T07:30:00,13287.1,2573.2,16050.9,31911.2
2020-01-07T23:59:59,2020-01-07T08:00:00,14439.4,2610.3,15821.2,32870.9
2020-01-07T23:59:59,2020-01-07T08:30:00,15943.0,3302.0,14226.2,33471.2
2020-01-07T23:59:59,2020-01-07T09:00:00,16977.0,2958.4,14678.5,34613.9
2020-01-07T23:59:59,2020-01-07T09:30:00,14257.1,2436.4,14256.7,30950.2
2020-01-07T23:59:59,2020-01-07T10:00:00,11172.0,2186.0,14572.5,27930.5
2020-01-07T23:59:59,2020-01-07T10:30:00,13411.0,2599.9,14515.0,30525.9
2020-01-07T23:59:59,2020-01-07T11:00:00,11987.7,2309.2,13758.7,28055.6
2020-01-07T23:59:59,2020-01-07T11:30:00,11059.5,1940.6,13195.0,26195.1
2020-01-07T23:59:59,2020-01-07T12:00:00,10593.3,1701.0,12393.3,24687.6
2020-01-08T23:59:59,2020-01-08T00:30:00,10055.0,1663.0,11969.9,23687.9
2020-01-08T23:59:59,2020-01-08T01:00:00,10273.0,1749.1,11808.0,23830.1
2020-01-08T23:59:59,2020-01-08T01:30:00,10300.7,1538.0,11734.0,23572.7
2020-01-08T23:59:59,2020-01-08T02:00:00,10324.4,1603.5,11907.0,23834.9
2020-01-08T23:59:59,2020-01-08T02:30:00,10464.0,1638.7,12086.0,24188.7
2020-01-08T23:59:59,2020-01-08T03:00:00,11398.2,2080.6,12102.4,25581.2
2020-01-08T23:59:59,2020-01-08T03:30:00,12438.0,2338.7,12851.4,27628.1
2020-01-08T23:59:59,2020-01-08T04:00:00,13283.3,2592.4,15174.5,31050.2
2020-01-08T23:59:59,2020-01-08T04:30:00,13585.0,2916.0,15567.0,32068.0
2020-01-08T23:59:59,2020-01-08T05:00:00,13826.5,2744.3,15239.3,31810.1
2020-01-08T23:59:59,2020-01-08T05:30:00,13709.5,2562.4,14643.7,30915.6
2020-01-08T23:59:59,2020-01-08T06:00:00,11915.6,2287.5,13668.6,27871.7
2020-01-08T23:59:59,2020-01-08T06:30:00,12222.3,2363.7,15317.3,29903.3
2020-01-08T23:59:59,2020-01-08T07:00:00,13199.5,2663.7,15954.8,31818.0
2020-01-08T23:59:59,2020-01-08T07:30:00,13527.5,2698.2,16131.1,32356.8
2020-01-08T23:59:59,2020-01-08T08:00:00,14207.9,2756.4,16017.5,32981.8
2020-01-08T23:59:59,2020-01-08T08:30:00,15926.0,2655.8,14298.1,32879.9
2020-01-08T23:59:59,2020-01-08T09:00:00,17840.0,2942.1,14929.0,35711.1
2020-01-08T23:59:59,2020-01-08T09:30:00,15014.0,2677.0,14824.3,32515.3
2020-01-08T23:59:59,2020-01-08T10:00:00,14006.0,2624.0,14988.9,31618.9
2020-01-08T23:59:59,2020-01-08T10:30:00,13418.0,2536.0,14746.0,30700.0
2020-01-08T23:59:59,2020-01-08T11:00:00,12299.0,2121.0,14064.0,28484.0
2020-01-08T23:59:59,2020-01-08T11:30:00,11641.0,1822.0,13425.0,26888.0
2020-01-08T23:59:59,2020-01-08T12:00:00,10443.0,2056.4,12572.0,25071.4
2020-01-09T23:59:59,2020-01-09T00:30:00,9965.0,1569.0,11828.0,23362.0
2020-01-09T23:59:59,2020-01-09T01:00:00,10196.0,1631.0,11857.0,23684.0
2020-01-09T23:59:59,2020-01-09T01:30:00,10220.0,1709.8,11894.5,23824.3
2020-01-09T23:59:59,2020-01-09T02:00:00,10215.0,1645.0,11741.0,23601.0
2020-01-09T23:59:59,2020-01-09T02:30:00,10595.1,1839.9,11931.4,24366.4
2020-01-09T23:59:59,2020-01-09T03:00:00,11570.3,2072.6,12081.0,25723.9
2020-01-09T23:59:59,2020-01-09T03:30:00,12396.3,2164.0,12645.6,27205.9
2020-01-09T23:59:59,2020-01-09T04:00:00,13354.3,2583.5,15082.0,31019.8
2020-01-09T23:59:59,2020-01-09T04:30:00,13556.6,2906.5,15274.4,31737.5
2020-01-09T23:59:59,2020-01-09T05:00:00,14149.0,2746.3,15083.1,31978.4
2020-01-09T23:59:59,2020-01-09T05:30:00,13684.0,2490.0,14487.0,30661.0
2020-01-09T23:59:59,2020-01-09T06:00:00,11688.0,2133.0,13584.0,27405.0
2020-01-09T23:59:59,2020-01-09T06:30:00,12242.3,2250.0,15218.0,29710.3
2020-01-09T23:59:59,2020-01-09T07:00:00,13248.0,2519.0,15943.0,31710.0
2020-01-09T23:59:59,2020-01-09T07:30:00,13405.3,2634.2,16033.0,32072.5
2020-01-09T23:59:59,2020-01-09T08:00:00,14292.0,2711.4,16013.5,33016.9
2020-01-09T23:59:59,2020-01-09T08:30:00,15710.0,2490.0,14102.0,32302.0
2020-01-09T23:59:59,2020-01-09T09:00:00,17697.0,2872.0,14754.7,35323.7
2020-01-09T23:59:59,2020-01-09T09:30:00,14460.0,2639.0,14813.0,31912.0
2020-01-09T23:59:59,2020-01-09T10:00:00,13251.0,2200.0,14298.0,29749.0
2020-01-09T23:59:59,2020-01-09T10:30:00,13240.0,2639.8,14961.0,30840.8
2020-01-09T23:59:59,2020-01-09T11:00:00,12172.0,2131.0,14136.0,28439.0
2020-01-09T23:59:59,2020-01-09T11:30:00,11395.0,1924.0,13226.0,26545.0
2020-01-09T23:59:59,2020-01-09T12:00:00,10707.8,1796.3,12491.6,24995.7
2020-01-10T23:59:59,2020-01-10T00:30:00,10534.0,1729.0,12260.0,24523.0
2020-01-10T23:59:59,2020-01-10T01:00:00,10423.2,1760.2,11943.8,24127.2
2020-01-10T23:59:59,2020-01-10T01:30:00,10415.1,1794.1,11938.0,24147.2
2020-01-10T23:59:59,2020-01-10T02:00:00,10373.9,1619.0,11699.4,23692.3
2020-01-10T23:59:59,2020-01-10T02:30:00,10470.0,1775.0,11841.0,24086.0
2020-01-10T23:59:59,2020-01-10T03:00:00,11562.2,2149.5,11966.0,25677.7
2020-01-10T23:59:59,2020-01-10T03:30:00,12561.8,2148.0,12489.6,27199.4
2020-01-10T23:59:59,2020-01-10T04:00:00,13417.8,2487.0,14650.0,30554.8
2020-01-10T23:59:59,2020-01-10T04:30:00,13706.4,2807.9,15048.0,31562.3
2020-01-10T23:59:59,2020-01-10T05:00:00,13692.8,2861.6,15003.8,31558.2
2020-01-10T23:59:59,2020-01-10T05:30:00,14000.0,2953.0,14576.2,31529.2
2020-01-10T23:59:59,2020-01-10T06:00:00,12004.4,2390.3,13810.9,28205.6
2020-01-10T23:59:59,2020-01-10T06:30:00,12336.3,2410.0,15135.9,29882.2
2020-01-10T23:59:59,2020-01-10T07:00:00,13252.0,2676.5,15897.0,31825.5
2020-01-10T23:59:59,2020-01-10T07:30:00,13416.3,2780.8,16267.4,32464.5
2020-01-10T23:59:59,2020-01-10T08:00:00,14258.9,2899.2,16057.7,33215.8
2020-01-10T23:59:59,2020-01-10T08:30:00,15416.0,2632.0,14351.5,32399.5
2020-01-10T23:59:59,2020-01-10T09:00:00,17665.0,3099.0,14541.1,35305.1
2020-01-10T23:59:59,2020-01-10T09:30:00,14124.0,2722.1,14588.8,31434.9
2020-01-10T23:59:59,2020-01-10T10:00:00,13195.0,2183.0,13907.0,29285.0
2020-01-10T23:59:59,2020-01-10T10:30:00,13310.0,2467.0,14366.0,30143.0
2020-01-10T23:59:59,2020-01-10T11:00:00,12232.4,2155.7,13837.7,28225.8
2020-01-10T23:59:59,2020-01-10T11:30:00,11584.7,1967.9,13184.1,26736.7
2020-01-10T23:59:59,2020-01-10T12:00:00,10834.5,1835.8,12478.0,25148.3
2020-01-11T23:59:59,2020-01-11T00:30:00,10466.0,1777.0,12036.0,24279.0
2020-01-11T23:59:59,2020-01-11T01:00:00,10321.5,1723.0,11784.9,23829.4
2020-01-11T23:59:59,2020-01-11T01:30:00,10264.0,1769.0,11639.0,23672.0
2020-01-11T23:59:59,2020-01-11T02:00:00,10171.0,1703.0,11629.0,23503.0
2020-01-11T23:59:59,2020-01-11T02:30:00,10390.0,1868.3,11778.0,24036.3
2020-01-11T23:59:59,2020-01-11T03:00:00,11393.0,2231.2,11979.0,25603.2
2020-01-11T23:59:59,2020-01-11T03:30:00,12373.0,2378.0,12236.8,26987.8
2020-01-11T23:59:59,2020-01-11T04:00:00,12957.2,2393.5,14179.1,29529.8
2020-01-11T23:59:59,2020-01-11T04:30:00,13264.0,2644.7,14486.4,30395.1
2020-01-11T23:59:59,2020-01-11T05:00:00,13415.0,2925.0,14387.6,30727.6
2020-01-11T23:59:59,2020-01-11T05:30:00,13546.0,2573.0,13870.1,29989.1
2020-01-11T23:59:59,2020-01-11T06:00:00,12066.0,2255.2,12953.0,27274.2
2020-01-11T23:59:59,2020-01-11T06:30:00,12220.0,2433.3,14337.7,28991.0
2020-01-11T23:59:59,2020-01-11T07:00:00,12865.0,2646.0,15179.0,30690.0
2020-01-11T23:59:59,2020-01-11T07:30:00,13193.0,2663.8,15378.3,31235.1
2020-01-11T23:59:59,2020-01-11T08:00:00,14396.0,2475.4,14818.2,31689.6
2020-01-11T23:59:59,2020-01-11T08:30:00,15670.8,2518.2,12965.5,31154.5
2020-01-11T23:59:59,2020-01-11T09:00:00,16543.4,3244.7,13413.9,33202.0
2020-01-11T23:59:59,2020-01-11T09:30:00,13789.8,2436.8,13129.5,29356.1
2020-01-11T23:59:59,2020-01-11T10:00:00,13383.0,2297.8,13193.8,28874.6
2020-01-11T23:59:59,2020-01-11T10:30:00,12390.7,2302.8,13603.0,28296.5
2020-01-11T23:59:59,2020-01-11T11:00:00,11525.4,2062.9,13108.4,26696.7
2020-01-11T23:59:59,2020-01-11T11:30:00,10734.0,1941.2,12454.7,25129.9
2020-01-11T23:59:59,2020-01-11T12:00:00,9958.0,2054.8,12132.0,24144.8
2020-01-12T23:59:59,2020-01-12T00:30:00,9909.0,1898.0,11783.0,23590.0
2020-01-12T23:59:59,2020-01-12T01:00:00,9528.0,1838.0,11278.0,22644.0
2020-01-12T23:59:59,2020-01-12T01:30:00,9691.0,1677.1,11197.8,22565.9
2020-01-12T23:59:59,2020-01-12T02:00:00,9682.8,1746.8,11114.0,22543.6
2020-01-12T23:59:59,2020-01-12T02:30:00,9796.0,1861.8,10944.5,22602.3
2020-01-12T23:59:59,2020-01-12T03:00:00,10027.8,2059.5,10492.2,22579.5
2020-01-12T23:59:59,2020-01-12T03:30:00,10949.6,1871.8,10487.5,23308.9
2020-01-12T23:59:59,2020-01-12T04:00:00,11396.0,1971.2,11116.3,24483.5
2020-01-12T23:59:59,2020-01-12T04:30:00,11508.0,2373.0,11522.2,25403.2
2020-01-12T23:59:59,2020-01-12T05:00:00,12125.6,2413.2,11433.8,25972.6
2020-01-12T23:59:59,2020-01-12T05:30:00,12004.6,2415.5,11198.2,25618.3
2020-01-12T23:59:59,2020-01-12T06:00:00,10500.2,2128.3,10887.3,23515.8
2020-01-12T23:59:59,2020-01-12T06:30:00,10366.9,2124.6,11494.7,23986.2
2020-01-12T23:59:59,2020-01-12T07:00:00,10937.2,2309.9,11843.2,25090.3
2020-01-12T23:59:59,2020-01-12T07:30:00,11551.0,2359.0,11906.5,25816.5
2020-01-12T23:59:59,2020-01-12T08:00:00,12404.3,2377.5,11873.3,26655.1
2020-01-12T23:59:59,2020-01-12T08:30:00,13592.4,2511.7,11535.0,27639.1
2020-01-12T23:59:59,2020-01-12T09:00:00,15553.0,2612.0,12065.0,30230.0
2020-01-12T23:59:59,2020-01-12T09:30:00,13026.0,2298.3,11854.0,27178.3
2020-01-12T23:59:59,2020-01-12T10:00:00,12362.1,2243.0,11702.3,26307.4
2020-01-12T23:59:59,2020-01-12T10:30:00,11670.9,2076.0,11970.4,25717.3
2020-01-12T23:59:59,2020-01-12T11:00:00,10956.7,1922.0,11702.2,24580.9
2020-01-12T23:59:59,2020-01-12T11:30:00,9993.4,1892.0,10739.0,22624.4
2020-01-12T23:59:59,2020-01-12T12:00:00,9506.0,1829.2,10219.4,21554.6
2020-01-13T23:59:59,2020-01-13T00:30:00,9355.0,2310.0,10001.1,21666.1
2020-01-13T23:59:59,2020-01-13T01:00:00,8849.0,1647.0,9651.0,20147.0
2020-01-13T23:59:59,2020-01-13T01:30:00,8784.2,1706.2,9895.5,20385.9
2020-01-13T23:59:59,2020-01-13T02:00:00,8971.7,1720.8,10040.5,20733.0
2020-01-13T23:59:59,2020-01-13T02:30:00,9306.0,1757.5,10318.7,21382.2
2020-01-13T23:59:59,2020-01-13T03:00:00,10237.2,1892.2,10823.6,22953.0
2020-01-13T23:59:59,2020-01-13T03:30:00,11893.7,2074.4,12631.0,26599.1
2020-01-13T23:59:59,2020-01-13T04:00:00,12869.1,2411.9,14205.6,29486.6
2020-01-13T23:59:59,2020-01-13T04:30:00,13139.0,2644.0,14623.0,30406.0
2020-01-13T23:59:59,2020-01-13T05:00:00,12578.0,2555.7,14761.4,29895.1
2020-01-13T23:59:59,2020-01-13T05:30:00,12586.0,2475.0,14132.0,29193.0
2020-01-13T23:59:59,2020-01-13T06:00:00,11597.0,2158.6,13565.0,27320.6
2020-01-13T23:59:59,2020-01-13T06:30:00,11774.2,2402.7,14980.0,29156.9
2020-01-13T23:59:59,2020-01-13T07:00:00,12811.7,2692.6,15500.8,31005.1
2020-01-13T23:59:59,2020-01-13T07:30:00,13093.0,2558.8,15647.3,31299.1
